country_id,ISO3,countryname,YEAR,region,regionname,incomelevel,incomelevelname,lendingtype,lendingtypename,GFD_01,GFD_02,GFD_03,GFD_04,GFD_05,GFD_06,WDI_01,WDI_02,WDI_03,WDI_04,WDI_05,WDI_06,WDI_07,time_trend,time_trend2,POP,PIP,IP,IP_1,IP_2,IP_3,IP_4,IP_5,IP_6,PEP,EP,EP_1,EP_2,EP_3,EP_4,POP_R,PARTY_CODE,PARTY_NAME,POP_z,PEP_z,PIP_z,dollarized,quadrant,quad_1,quad_2,quad_3,quad_4
COL,COL,Colombia,2018,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.61838591,22.80209,79.705597,,6.0193758,217.3195,9.3000622,45.870708,,2.5643244,3.2405694,36.534752,71.650574,16,256,14.62195739599146,15.13051378393173,32.12423308690389,28.77523632049561,45.27016220092774,18.40000000000001,34.2,26.8,39.3,14.11340100805119,29.96475797887726,38.11587291591672,21.38770435967302,35.36666666666667,24.98878797325263,.471,Partido-U,Social Party of National Unity,-.15573633,-.019297935,-.21918577,0,"High PIP, High PEP",0,0,0,1
COL,COL,Colombia,2019,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,1.152068,23.190531,80.559357,,6.1343241,222.252,8.9921408,46.041576,,3.1868553,3.5230193,37.558533,72.70388,17,289,11.29003059673441,11.21349749412536,31.49858846664428,29.83268032073975,42.25885047912598,20.7,29.3,26.1,40.8,11.36656369934347,31.92854971725693,41.18462291591671,23.60330381471389,34.8,28.12627213839709,.356,CD,Democratic Centre,-.37979221,-.27258897,-.41926047,0,"High PIP, Low PEP",0,0,1,0
COL,COL,Colombia,2020,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,1.689548,30.469851,80.910362,,5.2539778,178.123,9.7536793,51.998779,,-7.185914,2.5266349,34.055573,91.156609,18,324,,,32.72375621795654,32.14416694641113,42.49837036132813,25.7,30.4,26.7,38.9,,32.48567420831401,41.46378958258338,25.99506130790191,34.16666666666666,28.31717927610411,,CD,Democratic Centre,,,,0,,,,,
COL,COL,Colombia,2021,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,1.690032,31.006321,90.153954,,4.320385,166.6024,12.221405,47.912407,,10.801198,3.4950576,40.059147,80.366653,19,361,,,,,,,,,,,,,,,,,,,,,,0,,,,,
COL,COL,Colombia,2022,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,,,,,,10.736669,44.188313,,7.3282771,10.177232,48.282654,70.269821,20,400,,,,,,,,,,,,,,,,,,,,,,0,,,,,
COL,COL,Colombia,2023,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,,,,,,10.656944,41.657921,,.71238005,11.735905,40.388134,71.330025,21,441,,,,,,,,,,,,,,,,,,,,,,0,,,,,
COL,COL,Colombia,2024,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,,,,,,,39.558655,,1.7438015,6.609086,36.888695,,22,484,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CRI,CRI,Costa Rica,2002,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,18.57645,71.08036,0,20.521139,163.53169,,,,3.4168763,9.1675205,80.413948,,0,0,10.58193789602633,8.908795071283976,18.95488313039144,13.12501373291016,26.60428504943848,5.100000000000009,12.1,6.800000000000001,50,12.25508072076869,26.07463983142275,34.8522119180679,21.85177111716621,25.26666666666667,22.32790962379022,.47,PUSC,Social Christian Unity Party,-.30247959,.068851121,-.45883542,0,"High PIP, High PEP",0,0,0,1
CRI,CRI,Costa Rica,2003,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.2315919,19.868811,70.151283,0,21.37616,158.9901,,,,4.3171797,9.4475813,83.327705,,1,1,11.28862445001422,9.770193049430848,18.82503477732341,13.26566734313965,25.88454132080078,5.100000000000009,12.1,6.600000000000001,50,12.80705585059759,24.6764081899761,35.2490373148933,19.76730245231608,25.33333333333333,18.35595965936167,.519,PUSC,Social Christian Unity Party,-.36964804,-.022560189,-.51566982,0,"Low PIP, High PEP",0,1,0,0
CRI,CRI,Costa Rica,2004,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.32239699,21.02791,71.099083,0,19.20137,151.41991,,,,4.4245996,12.314815,85.256477,,2,4,12.99666054176595,10.92323694992066,19.23105096817017,13.38548412322999,28.20082168579102,5.100000000000009,12.1,6.600000000000001,50,15.07008413361124,26.53183826340007,36.72263316348915,21.33821865306089,24.96666666666667,23.09983457038356,.5680000000000001,PUSC,Social Christian Unity Party,-.25240412,.12244069,-.43448207,0,"High PIP, High PEP",0,0,0,1
CRI,CRI,Costa Rica,2005,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,22.182249,72.567497,0,19.514009,159.31281,,35.860218,,3.9766665,13.798295,89.222664,,3,9,14.17558582612067,11.79876320679983,19.1227928797404,13.53868141174317,27.39807586669922,5.100000000000009,12.1,6.600000000000001,50,16.55240844544151,26.82724221303325,37.48577810357199,20.61198910081743,24.83333333333333,24.37786831441026,.617,PUSC,Social Christian Unity Party,-.094406337,.19229892,-.30147889,0,"High PIP, High PEP",0,0,0,1
CRI,CRI,Costa Rica,2006,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,23.698521,76.091927,0,20.92518,157.9628,,37.862984,,7.3266954,11.470597,89.814552,,4,16,7.433657061947267,6.730555435180665,20.77331924438477,14.37642974853516,30.16348571777344,5.100000000000009,17.9,7.1,50,8.136758688713869,25.11345274294404,38.22682932144497,17.06975476839236,25.43333333333333,19.72389354860547,.324,PLN,National Liberation Party,-.66210777,-.5393157,-.69553965,0,"Low PIP, Low PEP",1,0,0,0
CRI,CRI,Costa Rica,2007,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,23.61982,76.495979,0,20.06151,183.30721,,43.772377,,8.2151318,9.3572445,86.456596,,5,25,8.142621710496243,6.692334775543213,20.65535424550374,14.55327529907227,29.37885017395019,5.100000000000009,17.9,7.000000000000001,50,9.592908645449272,29.60774273286813,37.05332177547994,17.083378746594,47.63333333333333,16.66093707606522,.324,PLN,National Liberation Party,-.67997319,-.48650956,-.74232894,0,"Low PIP, Low PEP",1,0,0,0
CRI,CRI,Costa Rica,2008,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,22.696529,74.991814,0,20.35137,215.43269,7.2057028,49.380608,,4.7381749,13.424463,86.401512,,6,36,8.131983450638065,6.646021068191528,20.51241070429484,14.05655307769776,29.01791114807129,5.100000000000009,17.9,7.000000000000001,50,9.617945833084603,29.68501800334754,38.36881256401652,16.33225476839237,47.35022367333332,16.68878100764796,.324,PLN,National Liberation Party,-.76774669,-.59630269,-.79751217,0,"Low PIP, Low PEP",1,0,0,0
CRI,CRI,Costa Rica,2009,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,24.875851,74.511261,0,19.73983,188.8905,8.292366,47.653351,,-.87345594,7.8427019,69.759315,,7,49,7.804847051628943,6.488167555618287,20.02520850499471,13.35595226287843,26.79529876708984,5.100000000000009,17.9,7.000000000000001,50,9.121526547639599,28.15285971493703,36.24503138840588,15.84183534709881,43.42992657666667,17.09464554757675,.324,PLN,National Liberation Party,-.86733961,-.70906079,-.87042254,0,"Low PIP, Low PEP",1,0,0,0
CRI,CRI,Costa Rica,2010,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,24.827021,75.880753,0,21.14773,175.8401,8.4141636,44.314133,,5.3603435,5.6627569,67.512093,,8,64,7.770445262652037,6.215523143005372,19.18371340433757,13.496195602417,25.5060848236084,5.100000000000009,14.3,6.7,50,9.325367382298701,28.78199809351451,37.84093326853339,16.02690735694823,44.06666666666666,17.19348508190974,.324,PLN,National Liberation Party,-.84832507,-.66471231,-.87255013,0,"Low PIP, Low PEP",1,0,0,0
CRI,CRI,Costa Rica,2011,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.5846228,24.36503,75.245872,0,21.454081,186.6227,8.3941326,46.020042,,4.4031591,4.8779984,68.639145,,9,81,6.870079944661487,5.996806313323976,18.50866146087647,13.93370475769044,26.21826400756836,5.100000000000009,14.3,6.5,45,7.743353575998998,23.89923943209567,38.23484278534578,15.9792234332425,26.43333333333333,14.94955817646107,.324,PLN,National Liberation Party,-.86047387,-.73278701,-.852687,0,"Low PIP, Low PEP",1,0,0,0
CRI,CRI,Costa Rica,2012,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.55577141,23.589741,77.481743,0,21.498119,198.9007,8.3483877,47.451321,,4.8825922,4.4954534,67.048538,,10,100,7.043887419453307,5.988486991882325,18.48298454284668,13.45544204711915,26.44246520996094,5.100000000000009,14.3,6.600000000000001,45,8.099287847024291,24.99780199698855,38.78209550918149,20.3720977893372,25.53333333333333,15.30368135610217,.324,PLN,National Liberation Party,-.83077949,-.70491689,-.83620507,0,"Low PIP, Low PEP",1,0,0,0
CRI,CRI,Costa Rica,2013,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.96525651,24.534149,79.527,0,20.18664,200.21831,8.087163,49.729923,,2.494766,5.2313361,64.066414,,11,121,7.214468876377154,6.280483169174194,19.38420731226603,13.53077182769776,26.37447204589844,5.600000000000009,14.3,6.5,50,8.148454583580113,25.14955118388924,39.75930258515715,20.56603298401277,24.86666666666666,15.40620249972036,.324,PLN,National Liberation Party,-.83155149,-.68884498,-.85350823,0,"Low PIP, Low PEP",1,0,0,0
CRI,CRI,Costa Rica,2014,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,25.12701,85.309311,0,17.49226,208.916,8.0750008,53.098446,,3.54211,4.5192008,65.191238,,12,144,13.16365858267122,11.30638860575358,18.59603389104208,13.08290576934815,24.2932975769043,4.900000000000006,13.1,6.2,50,15.02092855958887,24.70547460458696,36.58743803591438,20.4700727772474,24.56666666666667,17.19772093851938,.608,PAC,Citizens' Action Party,-.57235622,-.30284211,-.68226588,0,"Low PIP, Low PEP",1,0,0,0
CRI,CRI,Costa Rica,2015,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,26.24996,80.068642,0,17.436001,207.54379,7.887166,55.127247,,3.652081,.80198199,60.753563,,13,169,13.18806241243063,11.56339190165202,19.01873668034872,13.4009843826294,25.11143569946289,4.900000000000006,14.6,6.1,50,14.81273292320923,24.36304757106781,37.5149806089123,18.43087390226501,24.73333333333333,16.77300243976062,.608,PAC,Citizens' Action Party,-.51258653,-.2478909,-.61392415,0,"Low PIP, High PEP",0,1,0,0
CRI,CRI,Costa Rica,2016,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,26.881321,75.849037,0,20.19376,215.1568,7.6562428,58.638054,,4.2043233,-.01747885,62.178478,,14,196,13.2954937407434,11.96892910461426,19.68573865890503,13.76578464508057,26.24864730834961,4.900000000000006,16.7,6.5,50,14.62205837687254,24.04943811985615,36.06451721788827,18.24267711171662,24.13333333333334,17.75722481648638,.608,PAC,Citizens' Action Party,-.36091128,-.10927757,-.47392395,0,"High PIP, High PEP",0,0,0,1
CRI,CRI,Costa Rica,2017,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.57959843,25.836069,76.117989,0,18.724569,226.6642,7.8620815,59.685905,,4.1576991,1.6259069,65.071953,,15,225,13.57901709559862,12.48691847941081,20.53769486745199,13.59689483642579,30.52927436828613,3.900000000000006,20.3,6.5,48.4,14.67111571178644,24.13012452596454,34.88253951024404,22.52367166212534,23.06666666666667,16.04762026482211,.608,PAC,Citizens' Action Party,-.21596272,-.012104296,-.32866824,0,"High PIP, High PEP",0,0,0,1
CRI,CRI,Costa Rica,2018,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,26.597019,75.494164,,19.15008,223.2066,7.9247341,60.304459,,2.6159043,2.2211146,66.945343,,16,256,13.09268439366268,11.68687500915527,19.22183389663696,13.37178249359131,28.55922088623047,3.900000000000006,17.7,6.600000000000001,45.2,14.49849377817009,23.84620687199029,35.90606124499932,21.07032898669536,21.66666666666667,16.7417705895998,.608,PAC,Citizens' Action Party,-.23477589,.0054342551,-.36514446,0,"High PIP, High PEP",0,0,0,1
CRI,CRI,Costa Rica,2019,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,27.3827,75.367783,,20.400049,201.7086,8.2736111,56.178108,,2.4175117,2.0960464,65.760529,,17,289,12.7843596624509,10.86070839436849,17.86300722757975,12.97919273376465,26.29885063171387,3.900000000000006,15.7,6.600000000000001,41.7,14.7080109305333,24.19080745153503,36.27272791166599,19.86917574931879,22.26666666666667,18.35465947848868,.608,PAC,Citizens' Action Party,-.30804792,-.077049866,-.43338639,0,"High PIP, High PEP",0,0,0,1
CRI,CRI,Costa Rica,2020,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,37.64637,74.882462,,18.81415,157.8255,8.0504189,60.135532,,-4.2733545,.72491145,60.139885,,18,324,,,16.40215021769206,13.13957214355469,25.97332916259766,3.900000000000006,15.7,6.4,33.3,,25.08312414787522,36.50606124499932,21.53130108991826,22.93333333333333,19.36180092324997,,,,,,,0,,,,,
CRI,CRI,Costa Rica,2021,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.46252289,41.084709,74.655388,,19.60885,136.3559,7.4327369,56.589569,,7.9357624,1.7264775,70.781639,,19,361,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CRI,CRI,Costa Rica,2022,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,,,,,,9.6904469,52.662201,,4.5514917,8.2747746,82.227531,,20,400,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CRI,CRI,Costa Rica,2023,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,,,,,,9.8818092,51.119694,,5.1119218,.52519351,72.472,,21,441,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CRI,CRI,Costa Rica,2024,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,,,,,,,51.961124,,4.3212242,-.412853,71.331017,,22,484,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2002,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,100,0,18.7852,,,,,1.4248213,,24.729313,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2003,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,99.826874,0,19.200729,,,,,3.7927401,,26.587133,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2004,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,99.942001,0,4.6867361,,,,,5.7705379,,31.311415,,2,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2005,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,100,0,7.419569,,,,,11.201656,,39.361374,,3,9,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2006,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,100,0,8.8875952,,,,,12.065863,,37.188015,,4,16,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2007,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,0,8.4568033,,,,,7.2621369,,37.967609,,5,25,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2008,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,0,11.88312,,,,,4.116828,,44.917221,,6,36,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2009,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,0,,,,,,1.4513054,,32.913982,,7,49,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2010,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,0,,,,,,2.3903522,,40.291943,,8,64,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2011,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,0,,,,,,2.8023009,,46.96043,,9,81,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2012,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,0,,,,,,3.0149002,,45.866203,,10,100,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2013,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,0,,,,,,2.7476025,,44.323898,,11,121,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2014,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,0,,,,,,1.0475767,,39.274155,,12,144,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2015,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,0,22.1516,,,,,4.4383335,,31.613813,,13,169,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2016,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,0,19.880581,,,,,.51284307,,27.269114,,14,196,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2017,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,0,18.41802,,,,,1.8097918,,26.222437,,15,225,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2018,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,,18.59676,,,,,2.2479486,,27.083548,,16,256,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2019,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,,19.55267,,,,,-.16308722,,22.82089,,17,289,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2020,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,,22.44986,,,,,-10.949084,,15.68255,,18,324,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2021,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,,,,,,,1.2536935,,80.023903,,19,361,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2022,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,,,,,,,1.7750489,,93.860779,,20,400,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2023,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,,,,,,,-1.9293712,,108.13532,,21,441,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUB,CUB,Cuba,2024,LCN,Latin America and Caribbean,UMC,Upper middle income,LNX,Not classified,,,,,,,,,,,,,,22,484,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2002,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,100,0,12.56312,,,,,.39706522,.39138943,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2003,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,88.412514,0,14.70915,,,,,.28818667,1.633714,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2004,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,89.43132,0,12.71737,,,,,.20846108,1.3791214,,,2,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2005,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,79.360512,0,10.35204,,,,,.67642534,4.1171169,134.91145,,3,9,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2006,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,84.748871,0,9.7553415,,,,,1.6359347,3.1149952,144.55551,,4,16,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2007,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,94.75547,0,7.6611042,,,,,2.4699633,2.9957204,146.04912,,5,25,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2008,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,0,8.2462416,,,,,2.1880431,6.8763237,166.73955,,6,36,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2009,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,0,9.7208061,,,,,-.53130823,1.753316,144.70235,,7,49,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2010,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,0,10.73049,,,,,.082306609,2.7794425,143.93221,,8,64,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2011,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,0,11.30552,,,,29.27816,.50845748,2.3325315,172.92342,,9,81,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2012,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,97.48732,0,8.2810602,,,,25.434933,-.34895083,3.1839874,183.23647,,10,100,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2013,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,97.8237,0,7.0783758,,,,25.034586,-.63569689,1.3323208,166.40614,,11,121,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2014,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,0,11.19544,,,,22.363482,-.63739735,1.4987397,164.35982,,12,144,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2015,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,100,0,12.06164,,,,23.268494,.45815155,-.47654206,148.31381,,13,169,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2016,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,100,0,11.69734,,,,24.413599,-1.0677085,-.047207985,139.05298,,14,196,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2017,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,100,0,9.5132551,,,,25.669239,-1.276208,1.585588,139.81245,,15,225,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2018,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,100,,10.97103,,8.3834982,,31.006824,-2.1041114,2.5836875,155.26886,,16,256,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2019,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,100,,11.20895,,8.8358002,,,-3.2061317,2.6222079,,,17,289,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2020,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,100,,10.57251,,9.4465923,,,-18.438471,,,,18,324,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2021,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,100,,11.01254,,9.645978,,,4.183712,,,,19,361,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2022,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,,,,10.252885,,,7.9229999,,,,20,400,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2023,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,,,,,,,4.2020001,,,,21,441,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CUW,CUW,Curacao,2024,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,,,,,,,,,,,22,484,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2002,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,86.368828,0,27.68269,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2003,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,87.79789,0,23.621771,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2004,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,84.706451,0,24.361401,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2005,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,80.603188,0,30.2199,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2006,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,88.550262,0,16.96394,,,,,,,,,4,16,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2007,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,91.034569,0,15.10731,,,,,3.1626253,,,,5,25,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2008,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,86.053612,0,21.981541,,,,,-.35740119,,,,6,36,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2009,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,92.468117,0,22.04615,,,,,-7.2004824,,,,7,49,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2010,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,6.3087392,,,0,21.65476,,,,,-2.7156353,.27614087,,,8,64,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2011,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,0,25.07313,,,,,1.1690623,1.3254358,,,9,81,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2012,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,0,26.238279,,,,,1.2297536,1.1889484,,,10,100,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2013,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,0,,,,,,1.279331,2.1606114,,,11,121,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2014,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,0,,,,,,2.6545279,1.2739791,,,12,144,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2015,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,0,18.50337,,,,,2.8331223,-2.3475277,,,13,169,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2016,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,0,17.262951,,,,,3.2399743,-.62525839,,,14,196,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CYM,CYM,Cayman Islands,2017,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,0,,,,,,3.184046,,117.43658,,15,225,,,,,,,,,,,,,,,,,,,,,,0,,,,,
